#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-03T10:07:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d1c7e3023be0 
#INFO -out.max=unlimited 
#INFO queryParameters=16 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/813/47/map_list
#-nav=cat:J/ApJ/813/47&tab:{J/ApJ/813/47/map_list}&key:source=J/ApJ/813/47/map_list&HTTPPRM:&&-ref=VIZ5d1c7e3023be0&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=Model&-out=Teff&-out=log(g)&-out=[Fe/H]&-out=C/O&-out=SpType&-out=pt&-ignore=pt=*&pt=pt&-out=ab&ab=ab&-out=sp&sp=sp&-out=Flags&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/ApJ/813/47/map_list
#-source=J/ApJ/813/47/map_list
#-out=Model
#-out=Teff
#-out=log(g)
#-out=[Fe/H]
#-out=C/O
#-out=SpType
#-out=pt
#-out=ab
#-out=sp
#-out=Flags
#
#
#RESOURCE=yCat_18130047
#Name: J/ApJ/813/47
#Title: Model atmospheres of irradiated exoplanets (Molliere+, 2015)
#Table J_ApJ_813_47_map_list:
#Name: J/ApJ/813/47/map_list
#Title: File for mapping the model number to the planetary log(g), [Fe/H], C/O, Teff and the host star spectral type and the model flags
#---Details of Columns:
#    Model            (A5)    [1/10640] Model ID [ucd=meta.id;stat.param;meta.modelled]
#    Teff (K)         (I4)    Effective temperature [ucd=phys.temperature.effective]
#    log(g) ([cm/s2]) (F4.1)  Gravitional acceleration [ucd=phys.gravity]
#    [Fe/H]           (F4.1)  Planetary metallicity [ucd=phys.abund.Z]
#    C/O              (F5.2)  Carbon-to-oxygen number ratio [ucd=phys.abund]
#    SpType           (A2)    Spectral type of host star [ucd=src.spType]
#    pt               (A2)    Display the Atmospheric structure file [ucd=meta.ref.url]
#    ab               (A2)    Display the Atmospheric abundances file [ucd=meta.ref.url]
#    sp               (A2)    Show the spectrum [ucd=meta.ref.url]
#    Flags            (a50)   Model flags (1) [ucd=meta.code.error]
#---- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
#           log(                                                                          
#           g) (            Sp                                                            
#      Teff [cm/ [F         Ty                                                            
#Model (K)  s2]) e/H] C/O   pe pt ab sp Flags                                             
#----- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
00354 1000  5.0  1.0  0.93 F5 pt ab sp _neqc
00355 1000  5.0  1.0  0.94 F5 pt ab sp _neqc
00356 1000  5.0  1.0  0.95 F5 pt ab sp _neqc
00357 1000  5.0  1.0  0.90 F5 pt ab sp _neqc
00358 1000  5.0  1.0  1.05 F5 pt ab sp _neqc
00359 1000  5.0  1.0  1.00 F5 pt ab sp _neqc
00360 1000  5.0  1.0  1.12 F5 pt ab sp _neqc
00361 1000  5.0  1.0  1.40 F5 pt ab sp _neqc
00362 1000  5.0  2.0  0.35 F5 pt ab sp _neqc
00363 1000  5.0  2.0  0.55 F5 pt ab sp _neqc
00364 1000  5.0  2.0  0.71 F5 pt ab sp _neqc
00365 1000  5.0  2.0  0.72 F5 pt ab sp _neqc
00366 1000  5.0  2.0  0.73 F5 pt ab sp _neqc
00367 1000  5.0  2.0  0.74 F5 pt ab sp _neqc
00368 1000  5.0  2.0  0.75 F5 pt ab sp _neqc
00369 1000  5.0  2.0  0.70 F5 pt ab sp _neqc
00370 1000  5.0  2.0  0.85 F5 pt ab sp _neqc
00371 1000  5.0  2.0  0.91 F5 pt ab sp _neqc
00372 1000  5.0  2.0  0.92 F5 pt ab sp _neqc
00373 1000  5.0  2.0  0.93 F5 pt ab sp _neqc
00374 1000  5.0  2.0  0.94 F5 pt ab sp _neqc
00375 1000  5.0  2.0  0.95 F5 pt ab sp _neqc
00376 1000  5.0  2.0  0.90 F5 pt ab sp _neqc
00377 1000  5.0  2.0  1.05 F5 pt ab sp _neqc
00378 1000  5.0  2.0  1.00 F5 pt ab sp _neqc
00379 1000  5.0  2.0  1.12 F5 pt ab sp _neqc
00380 1000  5.0  2.0  1.40 F5 pt ab sp _neqc
00381 1250  2.3 -0.5  0.35 F5 pt ab sp _neqc
00382 1250  2.3 -0.5  0.55 F5 pt ab sp _neqc
00383 1250  2.3 -0.5  0.71 F5 pt ab sp _neqc
00384 1250  2.3 -0.5  0.72 F5 pt ab sp _neqc
00385 1250  2.3 -0.5  0.73 F5 pt ab sp _neqc
00386 1250  2.3 -0.5  0.74 F5 pt ab sp _neqc
00387 1250  2.3 -0.5  0.75 F5 pt ab sp _neqc
00388 1250  2.3 -0.5  0.70 F5 pt ab sp _neqc
00389 1250  2.3 -0.5  0.85 F5 pt ab sp _neqc
00390 1250  2.3 -0.5  0.91 F5 pt ab sp _neqc
00391 1250  2.3 -0.5  0.92 F5 pt ab sp _neqc
00392 1250  2.3 -0.5  0.93 F5 pt ab sp _neqc
00393 1250  2.3 -0.5  0.94 F5 pt ab sp _neqc
00394 1250  2.3 -0.5  0.95 F5 pt ab sp _neqc
00395 1250  2.3 -0.5  0.90 F5 pt ab sp _neqc
00396 1250  2.3 -0.5  1.05 F5 pt ab sp _neqc
00397 1250  2.3 -0.5  1.00 F5 pt ab sp _neqc
00398 1250  2.3 -0.5  1.12 F5 pt ab sp _neqc
00399 1250  2.3 -0.5  1.40 F5 pt ab sp _neqc
00400 1250  2.3  0.0  0.35 F5 pt ab sp _neqc
00401 1250  2.3  0.0  0.55 F5 pt ab sp _neqc
00402 1250  2.3  0.0  0.71 F5 pt ab sp _neqc
00403 1250  2.3  0.0  0.72 F5 pt ab sp _neqc
00404 1250  2.3  0.0  0.73 F5 pt ab sp _neqc
00405 1250  2.3  0.0  0.74 F5 pt ab sp _neqc
00406 1250  2.3  0.0  0.75 F5 pt ab sp _neqc
00407 1250  2.3  0.0  0.70 F5 pt ab sp _neqc
00408 1250  2.3  0.0  0.85 F5 pt ab sp _neqc
00409 1250  2.3  0.0  0.91 F5 pt ab sp _neqc
00410 1250  2.3  0.0  0.92 F5 pt ab sp _neqc
00411 1250  2.3  0.0  0.93 F5 pt ab sp _neqc
00412 1250  2.3  0.0  0.94 F5 pt ab sp _neqc
00413 1250  2.3  0.0  0.95 F5 pt ab sp _neqc
00414 1250  2.3  0.0  0.90 F5 pt ab sp _neqc
00415 1250  2.3  0.0  1.05 F5 pt ab sp _neqc
00416 1250  2.3  0.0  1.00 F5 pt ab sp _neqc
00417 1250  2.3  0.0  1.12 F5 pt ab sp _neqc
00418 1250  2.3  0.0  1.40 F5 pt ab sp _neqc
00419 1250  2.3  0.5  0.35 F5 pt ab sp _neqc
00420 1250  2.3  0.5  0.55 F5 pt ab sp _neqc
00421 1250  2.3  0.5  0.71 F5 pt ab sp _neqc
00422 1250  2.3  0.5  0.72 F5 pt ab sp _neqc
00423 1250  2.3  0.5  0.73 F5 pt ab sp _neqc
00424 1250  2.3  0.5  0.74 F5 pt ab sp _neqc
00425 1250  2.3  0.5  0.75 F5 pt ab sp _neqc
00426 1250  2.3  0.5  0.70 F5 pt ab sp _neqc
00427 1250  2.3  0.5  0.85 F5 pt ab sp _neqc
00428 1250  2.3  0.5  0.91 F5 pt ab sp _neqc
00429 1250  2.3  0.5  0.92 F5 pt ab sp _neqc
00430 1250  2.3  0.5  0.93 F5 pt ab sp _neqc
00431 1250  2.3  0.5  0.94 F5 pt ab sp _neqc
00432 1250  2.3  0.5  0.95 F5 pt ab sp _neqc
00433 1250  2.3  0.5  0.90 F5 pt ab sp _neqc
00434 1250  2.3  0.5  1.05 F5 pt ab sp _neqc
00435 1250  2.3  0.5  1.00 F5 pt ab sp _neqc
00436 1250  2.3  0.5  1.12 F5 pt ab sp _neqc
00437 1250  2.3  0.5  1.40 F5 pt ab sp _neqc
00438 1250  2.3  1.0  0.35 F5 pt ab sp _neqc
00439 1250  2.3  1.0  0.55 F5 pt ab sp _neqc
00440 1250  2.3  1.0  0.71 F5 pt ab sp _neqc
00441 1250  2.3  1.0  0.72 F5 pt ab sp _neqc
00442 1250  2.3  1.0  0.73 F5 pt ab sp _neqc
00443 1250  2.3  1.0  0.74 F5 pt ab sp _neqc
00444 1250  2.3  1.0  0.75 F5 pt ab sp _neqc
00445 1250  2.3  1.0  0.70 F5 pt ab sp _neqc
00446 1250  2.3  1.0  0.85 F5 pt ab sp _neqc
00447 1250  2.3  1.0  0.91 F5 pt ab sp _neqc
00448 1250  2.3  1.0  0.92 F5 pt ab sp _neqc
00449 1250  2.3  1.0  0.93 F5 pt ab sp _neqc
00450 1250  2.3  1.0  0.94 F5 pt ab sp _neqc
00451 1250  2.3  1.0  0.95 F5 pt ab sp _neqc
00452 1250  2.3  1.0  0.90 F5 pt ab sp _neqc
00453 1250  2.3  1.0  1.05 F5 pt ab sp _neqc
00454 1250  2.3  1.0  1.00 F5 pt ab sp _neqc
00455 1250  2.3  1.0  1.12 F5 pt ab sp _neqc
00456 1250  2.3  1.0  1.40 F5 pt ab sp _neqc
00457 1250  2.3  2.0  0.35 F5 pt ab sp _neqc
00458 1250  2.3  2.0  0.55 F5 pt ab sp _neqc
00459 1250  2.3  2.0  0.71 F5 pt ab sp _neqc
00460 1250  2.3  2.0  0.72 F5 pt ab sp _neqc
00461 1250  2.3  2.0  0.73 F5 pt ab sp _neqc
00462 1250  2.3  2.0  0.74 F5 pt ab sp _neqc
00463 1250  2.3  2.0  0.75 F5 pt ab sp _neqc
00464 1250  2.3  2.0  0.70 F5 pt ab sp _neqc
00465 1250  2.3  2.0  0.85 F5 pt ab sp _neqc
00466 1250  2.3  2.0  0.91 F5 pt ab sp _neqc
00467 1250  2.3  2.0  0.92 F5 pt ab sp _neqc
00468 1250  2.3  2.0  0.93 F5 pt ab sp _neqc
00469 1250  2.3  2.0  0.94 F5 pt ab sp _neqc
00470 1250  2.3  2.0  0.95 F5 pt ab sp _neqc
00471 1250  2.3  2.0  0.90 F5 pt ab sp _neqc
00472 1250  2.3  2.0  1.05 F5 pt ab sp _neqc
00473 1250  2.3  2.0  1.00 F5 pt ab sp _neqc
00474 1250  2.3  2.0  1.12 F5 pt ab sp _neqc
00475 1250  2.3  2.0  1.40 F5 pt ab sp _neqc
00476 1250  3.0 -0.5  0.35 F5 pt ab sp _neqc
00477 1250  3.0 -0.5  0.55 F5 pt ab sp _neqc
00478 1250  3.0 -0.5  0.71 F5 pt ab sp _neqc
00479 1250  3.0 -0.5  0.72 F5 pt ab sp _neqc
00480 1250  3.0 -0.5  0.73 F5 pt ab sp _neqc
00481 1250  3.0 -0.5  0.74 F5 pt ab sp _neqc
00482 1250  3.0 -0.5  0.75 F5 pt ab sp _neqc
00483 1250  3.0 -0.5  0.70 F5 pt ab sp _neqc
00484 1250  3.0 -0.5  0.85 F5 pt ab sp _neqc
00485 1250  3.0 -0.5  0.91 F5 pt ab sp _neqc
00486 1250  3.0 -0.5  0.92 F5 pt ab sp _neqc
00487 1250  3.0 -0.5  0.93 F5 pt ab sp _neqc
00488 1250  3.0 -0.5  0.94 F5 pt ab sp _neqc
00489 1250  3.0 -0.5  0.95 F5 pt ab sp _neqc
00490 1250  3.0 -0.5  0.90 F5 pt ab sp _neqc
00491 1250  3.0 -0.5  1.05 F5 pt ab sp _neqc
00492 1250  3.0 -0.5  1.00 F5 pt ab sp _neqc
00493 1250  3.0 -0.5  1.12 F5 pt ab sp _neqc
00494 1250  3.0 -0.5  1.40 F5 pt ab sp _neqc
00495 1250  3.0  0.0  0.35 F5 pt ab sp _neqc
00496 1250  3.0  0.0  0.55 F5 pt ab sp _neqc
00497 1250  3.0  0.0  0.71 F5 pt ab sp _neqc
00498 1250  3.0  0.0  0.72 F5 pt ab sp _neqc
00499 1250  3.0  0.0  0.73 F5 pt ab sp _neqc
00500 1250  3.0  0.0  0.74 F5 pt ab sp _neqc
00501 1250  3.0  0.0  0.75 F5 pt ab sp _neqc
00502 1250  3.0  0.0  0.70 F5 pt ab sp _neqc
00503 1250  3.0  0.0  0.85 F5 pt ab sp _neqc
00504 1250  3.0  0.0  0.91 F5 pt ab sp _neqc
00505 1250  3.0  0.0  0.92 F5 pt ab sp _neqc
00506 1250  3.0  0.0  0.93 F5 pt ab sp _neqc
00507 1250  3.0  0.0  0.94 F5 pt ab sp _neqc
00508 1250  3.0  0.0  0.95 F5 pt ab sp _neqc
00509 1250  3.0  0.0  0.90 F5 pt ab sp _neqc
00510 1250  3.0  0.0  1.05 F5 pt ab sp _neqc
00511 1250  3.0  0.0  1.00 F5 pt ab sp _neqc
00512 1250  3.0  0.0  1.12 F5 pt ab sp _neqc
00513 1250  3.0  0.0  1.40 F5 pt ab sp _neqc
00514 1250  3.0  0.5  0.35 F5 pt ab sp _neqc
00515 1250  3.0  0.5  0.55 F5 pt ab sp _neqc
00516 1250  3.0  0.5  0.71 F5 pt ab sp _neqc
00517 1250  3.0  0.5  0.72 F5 pt ab sp _neqc
00518 1250  3.0  0.5  0.73 F5 pt ab sp _neqc
00519 1250  3.0  0.5  0.74 F5 pt ab sp _neqc
00520 1250  3.0  0.5  0.75 F5 pt ab sp _neqc
00521 1250  3.0  0.5  0.70 F5 pt ab sp _neqc
00522 1250  3.0  0.5  0.85 F5 pt ab sp _neqc
00523 1250  3.0  0.5  0.91 F5 pt ab sp _neqc
00524 1250  3.0  0.5  0.92 F5 pt ab sp _neqc
00525 1250  3.0  0.5  0.93 F5 pt ab sp _neqc
00526 1250  3.0  0.5  0.94 F5 pt ab sp _neqc
00527 1250  3.0  0.5  0.95 F5 pt ab sp _neqc
00528 1250  3.0  0.5  0.90 F5 pt ab sp _neqc
00529 1250  3.0  0.5  1.05 F5 pt ab sp _neqc
00530 1250  3.0  0.5  1.00 F5 pt ab sp _neqc
00531 1250  3.0  0.5  1.12 F5 pt ab sp _neqc
00532 1250  3.0  0.5  1.40 F5 pt ab sp _neqc
00533 1250  3.0  1.0  0.35 F5 pt ab sp _neqc
00534 1250  3.0  1.0  0.55 F5 pt ab sp _neqc
00535 1250  3.0  1.0  0.71 F5 pt ab sp _neqc
00536 1250  3.0  1.0  0.72 F5 pt ab sp _neqc
00537 1250  3.0  1.0  0.73 F5 pt ab sp _neqc
00538 1250  3.0  1.0  0.74 F5 pt ab sp _neqc
00539 1250  3.0  1.0  0.75 F5 pt ab sp _neqc
00540 1250  3.0  1.0  0.70 F5 pt ab sp _neqc
00541 1250  3.0  1.0  0.85 F5 pt ab sp _neqc
00542 1250  3.0  1.0  0.91 F5 pt ab sp _neqc
00543 1250  3.0  1.0  0.92 F5 pt ab sp _neqc
00544 1250  3.0  1.0  0.93 F5 pt ab sp _neqc
00545 1250  3.0  1.0  0.94 F5 pt ab sp _neqc
00546 1250  3.0  1.0  0.95 F5 pt ab sp _neqc
00547 1250  3.0  1.0  0.90 F5 pt ab sp _neqc
00548 1250  3.0  1.0  1.05 F5 pt ab sp _neqc
00549 1250  3.0  1.0  1.00 F5 pt ab sp _neqc
00550 1250  3.0  1.0  1.12 F5 pt ab sp _neqc
00551 1250  3.0  1.0  1.40 F5 pt ab sp _neqc
00552 1250  3.0  2.0  0.35 F5 pt ab sp _neqc
00553 1250  3.0  2.0  0.55 F5 pt ab sp _neqc
00554 1250  3.0  2.0  0.71 F5 pt ab sp _neqc
00555 1250  3.0  2.0  0.72 F5 pt ab sp _neqc
00556 1250  3.0  2.0  0.73 F5 pt ab sp _neqc
00557 1250  3.0  2.0  0.74 F5 pt ab sp _neqc
00558 1250  3.0  2.0  0.75 F5 pt ab sp _neqc
00559 1250  3.0  2.0  0.70 F5 pt ab sp _neqc
00560 1250  3.0  2.0  0.85 F5 pt ab sp _neqc
00561 1250  3.0  2.0  0.91 F5 pt ab sp _neqc
00562 1250  3.0  2.0  0.92 F5 pt ab sp _neqc
00563 1250  3.0  2.0  0.93 F5 pt ab sp _neqc
00564 1250  3.0  2.0  0.94 F5 pt ab sp _neqc
00565 1250  3.0  2.0  0.95 F5 pt ab sp _neqc
00566 1250  3.0  2.0  0.90 F5 pt ab sp _neqc
00567 1250  3.0  2.0  1.05 F5 pt ab sp _neqc
00568 1250  3.0  2.0  1.00 F5 pt ab sp _neqc
00569 1250  3.0  2.0  1.12 F5 pt ab sp _neqc
00570 1250  3.0  2.0  1.40 F5 pt ab sp _neqc
00571 1250  4.0 -0.5  0.35 F5 pt ab sp _neqc
00572 1250  4.0 -0.5  0.55 F5 pt ab sp _neqc
00573 1250  4.0 -0.5  0.71 F5 pt ab sp _neqc
00574 1250  4.0 -0.5  0.72 F5 pt ab sp _neqc
00575 1250  4.0 -0.5  0.73 F5 pt ab sp _neqc
00576 1250  4.0 -0.5  0.74 F5 pt ab sp _neqc
00577 1250  4.0 -0.5  0.75 F5 pt ab sp _neqc
00578 1250  4.0 -0.5  0.70 F5 pt ab sp _neqc
00579 1250  4.0 -0.5  0.85 F5 pt ab sp _neqc
00580 1250  4.0 -0.5  0.91 F5 pt ab sp _neqc
00581 1250  4.0 -0.5  0.92 F5 pt ab sp _neqc
00582 1250  4.0 -0.5  0.93 F5 pt ab sp _neqc
00583 1250  4.0 -0.5  0.94 F5 pt ab sp _neqc
00584 1250  4.0 -0.5  0.95 F5 pt ab sp _neqc
00585 1250  4.0 -0.5  0.90 F5 pt ab sp _neqc
00586 1250  4.0 -0.5  1.05 F5 pt ab sp _neqc
00587 1250  4.0 -0.5  1.00 F5 pt ab sp _neqc
00588 1250  4.0 -0.5  1.12 F5 pt ab sp _neqc
00589 1250  4.0 -0.5  1.40 F5 pt ab sp _neqc
00590 1250  4.0  0.0  0.35 F5 pt ab sp _neqc
00591 1250  4.0  0.0  0.55 F5 pt ab sp _neqc
00592 1250  4.0  0.0  0.71 F5 pt ab sp _neqc
00593 1250  4.0  0.0  0.72 F5 pt ab sp _neqc
00594 1250  4.0  0.0  0.73 F5 pt ab sp _neqc
00595 1250  4.0  0.0  0.74 F5 pt ab sp _neqc
00596 1250  4.0  0.0  0.75 F5 pt ab sp _neqc
00597 1250  4.0  0.0  0.70 F5 pt ab sp _neqc
00598 1250  4.0  0.0  0.85 F5 pt ab sp _neqc
00599 1250  4.0  0.0  0.91 F5 pt ab sp _neqc
00600 1250  4.0  0.0  0.92 F5 pt ab sp _neqc
00601 1250  4.0  0.0  0.93 F5 pt ab sp _neqc
00602 1250  4.0  0.0  0.94 F5 pt ab sp _neqc
00603 1250  4.0  0.0  0.95 F5 pt ab sp _neqc
00604 1250  4.0  0.0  0.90 F5 pt ab sp _neqc
00605 1250  4.0  0.0  1.05 F5 pt ab sp _neqc
00606 1250  4.0  0.0  1.00 F5 pt ab sp _neqc
00607 1250  4.0  0.0  1.12 F5 pt ab sp _neqc
00608 1250  4.0  0.0  1.40 F5 pt ab sp _neqc
00609 1250  4.0  0.5  0.35 F5 pt ab sp _neqc
00610 1250  4.0  0.5  0.55 F5 pt ab sp _neqc
00611 1250  4.0  0.5  0.71 F5 pt ab sp _neqc
00612 1250  4.0  0.5  0.72 F5 pt ab sp _neqc
00613 1250  4.0  0.5  0.73 F5 pt ab sp _neqc
00614 1250  4.0  0.5  0.74 F5 pt ab sp _neqc
00615 1250  4.0  0.5  0.75 F5 pt ab sp _neqc
00616 1250  4.0  0.5  0.70 F5 pt ab sp _neqc
00617 1250  4.0  0.5  0.85 F5 pt ab sp _neqc
00618 1250  4.0  0.5  0.91 F5 pt ab sp _neqc
00619 1250  4.0  0.5  0.92 F5 pt ab sp _neqc
00620 1250  4.0  0.5  0.93 F5 pt ab sp _neqc
00621 1250  4.0  0.5  0.94 F5 pt ab sp _neqc
00622 1250  4.0  0.5  0.95 F5 pt ab sp _neqc
00623 1250  4.0  0.5  0.90 F5 pt ab sp _neqc
00624 1250  4.0  0.5  1.05 F5 pt ab sp _neqc
00625 1250  4.0  0.5  1.00 F5 pt ab sp _neqc
00626 1250  4.0  0.5  1.12 F5 pt ab sp _neqc
00627 1250  4.0  0.5  1.40 F5 pt ab sp _neqc
00628 1250  4.0  1.0  0.35 F5 pt ab sp _neqc
00629 1250  4.0  1.0  0.55 F5 pt ab sp _neqc
00630 1250  4.0  1.0  0.71 F5 pt ab sp _neqc
00631 1250  4.0  1.0  0.72 F5 pt ab sp _neqc
00632 1250  4.0  1.0  0.73 F5 pt ab sp _neqc
00633 1250  4.0  1.0  0.74 F5 pt ab sp _neqc
00634 1250  4.0  1.0  0.75 F5 pt ab sp _neqc
00635 1250  4.0  1.0  0.70 F5 pt ab sp _neqc
00636 1250  4.0  1.0  0.85 F5 pt ab sp _neqc
00637 1250  4.0  1.0  0.91 F5 pt ab sp _neqc
00638 1250  4.0  1.0  0.92 F5 pt ab sp _neqc
00639 1250  4.0  1.0  0.93 F5 pt ab sp _neqc
00640 1250  4.0  1.0  0.94 F5 pt ab sp _neqc
00641 1250  4.0  1.0  0.95 F5 pt ab sp _neqc
00642 1250  4.0  1.0  0.90 F5 pt ab sp _neqc
00643 1250  4.0  1.0  1.05 F5 pt ab sp _neqc
00644 1250  4.0  1.0  1.00 F5 pt ab sp _neqc
00645 1250  4.0  1.0  1.12 F5 pt ab sp _neqc
00646 1250  4.0  1.0  1.40 F5 pt ab sp _neqc
00647 1250  4.0  2.0  0.35 F5 pt ab sp _neqc
00648 1250  4.0  2.0  0.55 F5 pt ab sp _neqc
00649 1250  4.0  2.0  0.71 F5 pt ab sp _neqc
00650 1250  4.0  2.0  0.72 F5 pt ab sp _neqc
00651 1250  4.0  2.0  0.73 F5 pt ab sp _neqc
00652 1250  4.0  2.0  0.74 F5 pt ab sp _neqc
00653 1250  4.0  2.0  0.75 F5 pt ab sp _neqc
00654 1250  4.0  2.0  0.70 F5 pt ab sp _neqc
00655 1250  4.0  2.0  0.85 F5 pt ab sp _neqc
00656 1250  4.0  2.0  0.91 F5 pt ab sp _neqc
00657 1250  4.0  2.0  0.92 F5 pt ab sp _neqc
00658 1250  4.0  2.0  0.93 F5 pt ab sp _neqc
00659 1250  4.0  2.0  0.94 F5 pt ab sp _neqc
00660 1250  4.0  2.0  0.95 F5 pt ab sp _neqc
00661 1250  4.0  2.0  0.90 F5 pt ab sp _neqc
00662 1250  4.0  2.0  1.05 F5 pt ab sp _neqc
00663 1250  4.0  2.0  1.00 F5 pt ab sp _neqc
00664 1250  4.0  2.0  1.12 F5 pt ab sp _neqc
00665 1250  4.0  2.0  1.40 F5 pt ab sp _neqc
00666 1250  5.0 -0.5  0.35 F5 pt ab sp _neqc
00667 1250  5.0 -0.5  0.55 F5 pt ab sp _neqc
00668 1250  5.0 -0.5  0.71 F5 pt ab sp _neqc
00669 1250  5.0 -0.5  0.72 F5 pt ab sp _neqc
00670 1250  5.0 -0.5  0.73 F5 pt ab sp _neqc
00671 1250  5.0 -0.5  0.74 F5 pt ab sp _neqc
00672 1250  5.0 -0.5  0.75 F5 pt ab sp _neqc
00673 1250  5.0 -0.5  0.70 F5 pt ab sp _neqc
00674 1250  5.0 -0.5  0.85 F5 pt ab sp _neqc
00675 1250  5.0 -0.5  0.91 F5 pt ab sp _neqc
00676 1250  5.0 -0.5  0.92 F5 pt ab sp _neqc
00677 1250  5.0 -0.5  0.93 F5 pt ab sp _neqc
00678 1250  5.0 -0.5  0.94 F5 pt ab sp _neqc
00679 1250  5.0 -0.5  0.95 F5 pt ab sp _neqc
00680 1250  5.0 -0.5  0.90 F5 pt ab sp _neqc
00681 1250  5.0 -0.5  1.05 F5 pt ab sp _neqc
00682 1250  5.0 -0.5  1.00 F5 pt ab sp _neqc
00683 1250  5.0 -0.5  1.12 F5 pt ab sp _neqc
00684 1250  5.0 -0.5  1.40 F5 pt ab sp _neqc
00685 1250  5.0  0.0  0.35 F5 pt ab sp _neqc
00686 1250  5.0  0.0  0.55 F5 pt ab sp _neqc
00687 1250  5.0  0.0  0.71 F5 pt ab sp _neqc
00688 1250  5.0  0.0  0.72 F5 pt ab sp _neqc
00689 1250  5.0  0.0  0.73 F5 pt ab sp _neqc
00690 1250  5.0  0.0  0.74 F5 pt ab sp _neqc
00691 1250  5.0  0.0  0.75 F5 pt ab sp _neqc
00692 1250  5.0  0.0  0.70 F5 pt ab sp _neqc
00693 1250  5.0  0.0  0.85 F5 pt ab sp _neqc
00694 1250  5.0  0.0  0.91 F5 pt ab sp _neqc
00695 1250  5.0  0.0  0.92 F5 pt ab sp _neqc
00696 1250  5.0  0.0  0.93 F5 pt ab sp _neqc
00697 1250  5.0  0.0  0.94 F5 pt ab sp _neqc
00698 1250  5.0  0.0  0.95 F5 pt ab sp _neqc
00699 1250  5.0  0.0  0.90 F5 pt ab sp _neqc
00700 1250  5.0  0.0  1.05 F5 pt ab sp _neqc
00701 1250  5.0  0.0  1.00 F5 pt ab sp _neqc
00702 1250  5.0  0.0  1.12 F5 pt ab sp _neqc
00703 1250  5.0  0.0  1.40 F5 pt ab sp _neqc
00704 1250  5.0  0.5  0.35 F5 pt ab sp _neqc
00705 1250  5.0  0.5  0.55 F5 pt ab sp _neqc
00706 1250  5.0  0.5  0.71 F5 pt ab sp _neqc
00707 1250  5.0  0.5  0.72 F5 pt ab sp _neqc
00708 1250  5.0  0.5  0.73 F5 pt ab sp _neqc
00709 1250  5.0  0.5  0.74 F5 pt ab sp _neqc
00710 1250  5.0  0.5  0.75 F5 pt ab sp _neqc
00711 1250  5.0  0.5  0.70 F5 pt ab sp _neqc
00712 1250  5.0  0.5  0.85 F5 pt ab sp _neqc
00713 1250  5.0  0.5  0.91 F5 pt ab sp _neqc
00714 1250  5.0  0.5  0.92 F5 pt ab sp _neqc
00715 1250  5.0  0.5  0.93 F5 pt ab sp _neqc
00716 1250  5.0  0.5  0.94 F5 pt ab sp _neqc
00717 1250  5.0  0.5  0.95 F5 pt ab sp _neqc
00718 1250  5.0  0.5  0.90 F5 pt ab sp _neqc
00719 1250  5.0  0.5  1.05 F5 pt ab sp _neqc
00720 1250  5.0  0.5  1.00 F5 pt ab sp _neqc
00721 1250  5.0  0.5  1.12 F5 pt ab sp _neqc
00722 1250  5.0  0.5  1.40 F5 pt ab sp _neqc
00723 1250  5.0  1.0  0.35 F5 pt ab sp _neqc
00724 1250  5.0  1.0  0.55 F5 pt ab sp _neqc
00725 1250  5.0  1.0  0.71 F5 pt ab sp _neqc
00726 1250  5.0  1.0  0.72 F5 pt ab sp _neqc
00727 1250  5.0  1.0  0.73 F5 pt ab sp _neqc
00728 1250  5.0  1.0  0.74 F5 pt ab sp _neqc
00729 1250  5.0  1.0  0.75 F5 pt ab sp _neqc
00730 1250  5.0  1.0  0.70 F5 pt ab sp _neqc
00731 1250  5.0  1.0  0.85 F5 pt ab sp _neqc
00732 1250  5.0  1.0  0.91 F5 pt ab sp _neqc
00733 1250  5.0  1.0  0.92 F5 pt ab sp _neqc
00734 1250  5.0  1.0  0.93 F5 pt ab sp _neqc
00735 1250  5.0  1.0  0.94 F5 pt ab sp _neqc
00736 1250  5.0  1.0  0.95 F5 pt ab sp _neqc
00737 1250  5.0  1.0  0.90 F5 pt ab sp _neqc
00738 1250  5.0  1.0  1.05 F5 pt ab sp _neqc
00739 1250  5.0  1.0  1.00 F5 pt ab sp _neqc
00740 1250  5.0  1.0  1.12 F5 pt ab sp _neqc
00741 1250  5.0  1.0  1.40 F5 pt ab sp _neqc
00742 1250  5.0  2.0  0.35 F5 pt ab sp _neqc
00743 1250  5.0  2.0  0.55 F5 pt ab sp _neqc
00744 1250  5.0  2.0  0.71 F5 pt ab sp _neqc
00745 1250  5.0  2.0  0.72 F5 pt ab sp _neqc
00746 1250  5.0  2.0  0.73 F5 pt ab sp _neqc
00747 1250  5.0  2.0  0.74 F5 pt ab sp _neqc
